Transaction_date,Product,Price,Payment_Type,Name,City,Account_Created,Last_Login,Latitude,Longitude,Description
1/12/09 3:03,Product2,3600,Mastercard,Valda,Irvine                      ,207,1/14/09 1:07,33.66944,-117.82222,home insurance
1/5/09 8:58,Product2,3600,Mastercard,Marcia,Telgte,208,1/14/09 2:07,52.3333333,7.9,Cinema
1/10/09 14:03,Product1,1200,Mastercard,Kevin,Cheltenham,209,1/14/09 2:22,51.9,-2.0833333,Sports
1/13/09 11:26,Product1,1200,Visa,Clare,Keller                      ,210,1/14/09 2:39,37.61917,-75.76417,car insurace
1/2/09 12:18,Product1,1200,Visa,Alice,Nakskov,211,1/14/09 4:05,54.8333333,11.15,home insurance
1/14/09 4:54,Product1,1200,Mastercard,ZENA,Honolulu                    ,212,1/14/09 4:43,21.30694,-157.85833,Cinema
1/6/09 17:15,Product1,1200,Visa,Andrea,Bubuieci,213,1/14/09 10:27,46.985,28.9425,Sports
1/3/09 13:56,Product1,1200,Visa,Rennae,Amelia Island               ,214,1/14/09 13:03,30.66944,-81.46278,car insurace
1/4/09 7:54,Product1,1200,Visa,Gerhard,Alliston,215,1/14/09 13:06,44.15,-79.8666667,home insurance
1/12/09 7:28,Product1,1200,Amex,Megan,La Alberca,216,1/14/09 13:44,37.9333333,-1.1333333,Cinema
1/6/09 15:15,Product1,1200,Mastercard,Danielle,Rathgar,217,1/14/09 14:33,53.3122222,-6.2683333,Sports
1/13/09 23:56,Product1,1200,Mastercard,Tod,Coral Gables                ,218,1/14/09 15:17,25.72111,-80.26861,car insurace
1/14/09 19:32,Product1,1200,Visa,Janaina,Miami                       ,219,1/14/09 19:28,25.77389,-80.19389,home insurance
1/6/09 21:13,Product1,1200,Visa,Kofi,Vancouver,220,1/14/09 20:50,49.25,-123.1333333,Cinema
1/14/09 11:19,Product1,1200,Visa,Jennifer,Jumeira,221,1/14/09 21:26,25.2097222,55.2477778,Sports
1/13/09 19:39,Product1,1200,Visa,Jolene ,Englewood                   ,222,1/14/09 22:02,39.64778,-104.98722,car insurace
1/8/09 7:26,Product1,1200,Mastercard,anne,Bournemouth,223,1/15/09 1:36,50.7166667,-1.8833333,home insurance
1/15/09 2:40,Product1,1200,Mastercard,Alexis,Genoa                       ,224,1/15/09 2:04,42.09722,-88.69278,Cinema
1/12/09 6:40,Product1,1200,Visa,Dez,Al 'Adliyah,225,1/15/09 4:46,26.2172222,50.5405556,Sports
1/15/09 3:43,Product1,1200,Visa,Stephanie,Rouen,226,1/15/09 5:39,49.4333333,1.0833333,car insurace
1/5/09 15:39,Product1,1200,Visa,Melissa ,Parkland                    ,227,1/15/09 6:01,26.30972,-80.2375,home insurance
1/10/09 5:21,Product1,1200,Amex,CLARE,San Francisco               ,228,1/15/09 6:25,37.775,-122.41833,Cinema
1/15/09 4:12,Product1,1200,Mastercard,catherine,Keller                      ,229,1/15/09 6:59,37.61917,-75.76417,Sports
1/12/09 11:48,Product1,1200,Visa,Veronique ,Tsawwassen,230,1/15/09 8:56,49.0166667,-123.0833333,car insurace
1/6/09 10:48,Product1,1200,Mastercard,Bruce and Camille,Clinton                     ,231,1/15/09 9:32,40.63667,-74.91028,home insurance
1/14/09 9:10,Product1,1200,Mastercard,Ellen,Owensboro                   ,232,1/15/09 9:40,37.77417,-87.11333,Cinema
1/14/09 22:44,Product1,1200,Visa,Amy,Lakewood Village            ,233,1/15/09 9:50,33.1425,-96.96917,Sports
1/6/09 7:23,Product1,1200,Visa,Anna,Okotoks,234,1/15/09 10:00,50.7166667,-113.9666667,car insurace
1/1/09 5:04,Product1,1200,Mastercard,Regina,Glimmen,235,1/15/09 10:50,53.1333333,6.6333333,home insurance
1/15/09 11:56,Product1,1200,Visa,Heidi,Calgary,236,1/15/09 11:39,51.0833333,-114.0833333,Cinema
1/15/09 11:58,Product1,1200,Visa,Jessica,Kanata,237,1/15/09 11:49,45.3333333,-75.9,Sports
1/12/09 9:43,Product1,1200,Diners,Petra,Bergen,238,1/15/09 12:14,51.7166667,6.5,car insurace
1/15/09 12:33,Product1,1200,Visa,Brian,College Park                ,239,1/15/09 13:28,38.98056,-76.93722,home insurance
1/14/09 11:35,Product1,1200,Visa,Kenny,Kailua Kona                 ,240,1/15/09 15:31,19.7349,-155.9003,Cinema
1/14/09 15:40,Product1,1200,Amex,ayse,Redondo Beach               ,241,1/15/09 15:45,33.84917,-118.3875,Sports
1/3/09 11:08,Product1,1200,Amex,Maria and Timothy,Fountain Hls                ,242,1/15/09 16:37,33.61167,-111.71667,car insurace
1/12/09 1:37,Product1,1200,Visa,IMAN,Brisbane,243,1/15/09 17:54,-27.5,153.0166667,home insurance
1/16/09 7:21,Product1,2100,Mastercard,Gerald,Mahopac                     ,244,1/16/09 6:08,41.37222,-73.73389,Cinema
1/15/09 12:54,Product1,1200,Mastercard,Annelies,Ile-Perrot,245,1/16/09 7:53,45.4,-73.9333333,Sports
1/7/09 7:19,Product1,1200,Amex,Jocelyn,Bruxelles,246,1/16/09 8:54,50.8333333,4.3333333,car insurace
1/3/09 9:56,Product1,1200,Visa,Kara,Chicago                     ,247,1/16/09 13:43,41.85,-87.65,home insurance
1/16/09 17:41,Product1,1200,Visa,Orsi,Rayford                     ,248,1/16/09 17:56,30.07972,-95.41694,Cinema
1/5/09 5:33,Product1,1200,Visa,Ben,Escondido                   ,249,1/17/09 0:35,33.11917,-117.08556,Sports
1/2/09 0:50,Product1,1200,Visa,Sam,Tesvikiye,250,1/17/09 1:57,40.6166667,29.0666667,car insurace
1/13/09 1:51,Product1,1200,Visa,Filip and Teresa,Centurion,251,1/17/09 2:23,-25.8744444,28.1705556,home insurance
1/15/09 10:24,Product1,1200,Visa,Grace ,York,252,1/17/09 4:42,53.9666667,-1.0833333,Cinema
1/11/09 8:59,Product1,1200,Visa,Chelsey ,Ashburn                     ,253,1/17/09 8:54,39.04361,-77.48778,Sports
1/15/09 15:56,Product1,1200,Amex,Charis,Los Angeles                 ,254,1/17/09 10:54,34.05222,-118.24278,car insurace
1/1/09 12:19,Product1,1200,Visa,Marlene,Edgewood                    ,255,1/17/09 11:38,47.25028,-122.2925,home insurance
1/6/09 14:03,Product1,1200,Visa,Fie,New York                    ,256,1/17/09 11:44,40.71417,-74.00639,Cinema
1/9/09 15:32,Product1,1200,Diners,Nicole ,Basingstoke,257,1/17/09 12:03,51.2666667,-1.0833333,Sports
1/17/09 12:59,Product1,1200,Diners,Linda,Den Haag,258,1/17/09 13:07,52.0833333,4.3,car insurace
1/12/09 12:37,Product1,1200,Visa,Janet,Marietta                    ,259,1/17/09 16:17,33.9525,-84.55,home insurance
1/4/09 7:43,Product1,1200,Mastercard,Jamie,Houston                     ,260,1/17/09 17:31,29.76306,-95.36306,Cinema
1/17/09 16:22,Product1,1200,Visa,Chad,West Orange                 ,261,1/17/09 18:42,40.79861,-74.23944,Sports
1/1/09 3:51,Product1,1200,Mastercard,sunny,Amsterdam,262,1/17/09 22:34,52.35,4.9166667,car insurace
1/18/09 5:27,Product1,1200,Visa,Anna,Downey                      ,263,1/18/09 4:42,33.94,-118.13167,home insurance
1/18/09 5:15,Product1,1200,Diners,Roger,Urlingford,264,1/18/09 4:44,52.7205556,-7.5825,Cinema
1/1/09 1:51,Product1,1200,Mastercard,Si,Holte,265,1/18/09 4:44,55.8166667,12.4666667,Sports
1/18/09 6:30,Product1,1200,Visa,Sherri,Freienbach,266,1/18/09 6:21,47.2,8.75,car insurace
1/11/09 10:51,Product1,1200,Mastercard,Katherine,Hofheim am Taunus,267,1/18/09 7:17,50.0833333,8.45,home insurance
1/4/09 17:02,Product1,1200,Mastercard,Clare,Lafayette                   ,268,1/18/09 8:43,37.88583,-122.11694,Cinema
1/17/09 1:23,Product1,1200,Amex,Campbell,Mushrif,269,1/18/09 9:08,29.2891667,48.05,Sports
1/18/09 2:16,Product1,1200,Visa,Ruth,Nashville                   ,270,1/18/09 9:13,33.94556,-93.84694,car insurace
1/18/09 11:34,Product2,3600,Visa,Cheryl,New Malden,271,1/18/09 10:27,51.4166667,-0.25,home insurance
1/18/09 4:38,Product1,1200,Visa,Doug,Bishop Auckland,272,1/18/09 11:58,54.65,-1.6666667,Cinema
1/18/09 13:26,Product3,7500,Mastercard,Julianne,Navan,273,1/18/09 12:20,53.6527778,-6.6813889,Sports
1/18/09 11:53,Product1,1200,Visa,Shailesh,Joppa,274,1/18/09 12:23,39.43361,-76.35806,car insurace
1/18/09 12:04,Product1,1200,Visa,Conrad,Joppa,275,1/18/09 12:23,39.43361,-76.35806,home insurance
1/13/09 19:54,Product1,1200,Diners,Alison,Hampton                     ,276,1/18/09 12:51,40.70694,-74.95639,Cinema
1/5/09 21:06,Product1,1200,Mastercard,Tracy,Louisville                  ,277,1/18/09 13:58,38.25417,-85.75944,Sports
1/14/09 6:32,Product1,1200,Visa,Kate,Broadlands                  ,278,1/18/09 14:04,39.04361,-77.48778,car insurace
1/4/09 23:48,Product1,1200,Diners,Sarka,Yellowknife,279,1/18/09 16:17,62.45,-114.35,home insurance
1/18/09 16:32,Product2,3600,Visa,Therese,Los Angeles                 ,280,1/18/09 16:54,34.05222,-118.24278,Cinema
1/18/09 17:04,Product2,3600,Visa,Abdul-L,New York                    ,281,1/18/09 16:58,40.71417,-74.00639,Sports
1/18/09 17:20,Product2,3600,Visa,heidi,Saint Paul                  ,282,1/18/09 17:16,44.94444,-93.09306,car insurace
1/18/09 17:39,Product2,3600,Visa,jiyoung,New York                    ,283,1/18/09 17:34,40.71417,-74.00639,home insurance
1/11/09 11:20,Product1,1200,Visa,Klara,Spring Lake Park            ,284,1/18/09 17:43,45.10778,-93.23778,Cinema
1/13/09 20:59,Product1,1200,Mastercard,Andrew,Winnipeg,285,1/18/09 19:17,49.8833333,-97.1666667,Sports
1/12/09 16:50,Product1,1200,Visa,Vicki and Bill,Seattle                     ,286,1/19/09 1:22,47.60639,-122.33083,car insurace
1/12/09 15:12,Product1,1200,Mastercard,David,Deptford                    ,287,1/19/09 3:47,39.83806,-75.15306,home insurance
1/6/09 12:27,Product1,1200,Mastercard,Antonella,Amsterdam,288,1/19/09 4:59,52.35,4.9166667,Cinema
1/9/09 18:52,Product1,1200,Visa,David,Alpharetta                  ,289,1/19/09 6:12,34.07528,-84.29417,Sports
1/18/09 23:17,Product1,1200,Visa,Greg,Washington                  ,290,1/19/09 6:13,38.895,-77.03667,car insurace
1/7/09 8:21,Product1,1200,Visa,Jannik ,Holmenkollen,291,1/19/09 6:54,59.9666667,10.6666667,home insurance
1/3/09 9:54,Product1,1200,Visa,Sylvia,Zekeriyakoy,292,1/19/09 7:37,41.1980556,29.0302778,Cinema
1/5/09 19:37,Product1,1200,Amex,Bernadette,Washington                  ,293,1/19/09 7:42,38.895,-77.03667,Sports
1/4/09 12:49,Product1,1200,Diners,Denise,Montreal,294,1/19/09 7:58,45.5,-73.5833333,car insurace
1/8/09 11:55,Product2,3600,Visa,Caren,Braunschweig,295,1/19/09 8:31,52.2666667,10.5333333,home insurance
1/14/09 18:21,Product1,1200,Visa,luciana,Athens                      ,296,1/19/09 11:21,33.96083,-83.37806,Cinema
1/11/09 19:01,Product1,1200,Diners,Maja,Hoschton                    ,297,1/19/09 12:47,34.09639,-83.76139,Sports
1/14/09 5:20,Product2,3600,Visa,Kristen,Binningen,298,1/19/09 13:07,47.5333333,7.5666667,car insurace
1/15/09 8:07,Product1,1200,Visa,Kirstie,Royal Oak                   ,299,1/19/09 14:59,42.48944,-83.14472,home insurance
1/15/09 8:10,Product1,1200,Visa,Scott ,Royal Oak                   ,300,1/19/09 14:59,42.48944,-83.14472,Cinema
1/2/09 17:45,Product1,1200,Mastercard,Jammie,Belmont                     ,301,1/19/09 15:36,42.39583,-71.17917,Sports
1/19/09 16:10,Product1,1200,Mastercard,Frank,Old Greenwich               ,302,1/19/09 16:00,41.02278,-73.56528,car insurace
1/19/09 16:55,Product1,1200,Mastercard,scott,Coconut Grove               ,303,1/19/09 16:18,25.71222,-80.25722,home insurance
1/10/09 17:41,Product1,1200,Visa,Jiri,Vienna                      ,304,1/19/09 17:52,38.90111,-77.26556,Cinema
1/18/09 13:49,Product2,3600,Visa,Bev,San Ramon                   ,305,1/19/09 18:07,37.78,-121.97694,Sports
1/15/09 5:47,Product1,1200,Visa,Dave and Amy,Norfolk                     ,306,1/19/09 22:48,36.84667,-76.28556,car insurace
1/19/09 23:06,Product1,1200,Mastercard,Rebecca,Norfolk                     ,307,1/19/09 22:53,36.84667,-76.28556,home insurance
1/19/09 11:12,Product1,1200,Visa,Melissa,Aberdeen,308,1/20/09 0:35,57.1333333,-2.1,Cinema
1/4/09 1:38,Product1,1200,Amex,jeremy,Charlestown,309,1/20/09 1:08,-32.95,151.6666667,Sports
1/20/09 3:11,Product1,1200,Visa,Randy,Wigan,310,1/20/09 3:06,53.5333333,-2.6166667,car insurace
1/3/09 10:52,Product1,1200,Visa,Djeiny,Rockville                   ,311,1/20/09 6:47,39.01806,-77.20889,home insurance
1/20/09 5:24,Product3 ,7500,Mastercard,Amanda,Shreveport                  ,312,1/20/09 7:15,32.525,-93.75,Cinema
1/20/09 6:03,Product1,1200,Mastercard,Andrea ,Shreveport                  ,313,1/20/09 7:15,32.525,-93.75,Sports
1/10/09 11:37,Product1,1200,Amex,Joanna,Little Silver               ,314,1/20/09 7:42,40.33667,-74.0475,car insurace
1/20/09 5:50,Product1,1200,Visa,Jessica,Abbey Town,315,1/20/09 7:46,54.8333333,-3.2833333,home insurance
1/19/09 16:32,Product1,1200,Amex,alison,Mid City West               ,316,1/20/09 10:09,39.95222,-75.16417,Cinema
1/18/09 10:42,Product1,1200,Visa,malin,Atlanta,317,1/20/09 11:09,33.74889,-84.38806,Sports
1/7/09 6:11,Product2,3600,Visa,Tiffany ,Paris,318,1/20/09 11:22,48.8666667,2.3333333,car insurace
1/3/09 8:29,Product1,1200,Visa,Genevieve,Milton Keynes,319,1/20/09 11:31,52.0333333,-0.7,home insurance
1/1/09 2:09,Product1,1200,Mastercard,Saraya,Dresden,320,1/20/09 11:56,51.05,13.75,Cinema
1/20/09 12:34,Product1,1200,Mastercard,Anastasia,NYC                         ,321,1/20/09 12:55,40.71417,-74.00639,Sports
1/20/09 3:51,Product1,1200,Visa,Elizabeth,The Grange,322,1/20/09 13:11,-24.8166667,152.4166667,car insurace
1/15/09 11:26,Product1,1200,Visa,Nicole,Brookline                   ,323,1/20/09 14:01,42.33167,-71.12167,home insurance
1/5/09 16:55,Product1,1200,Visa,Jeffrey,Montreal-Nord,324,1/20/09 14:38,45.6,-73.6166667,Cinema
1/12/09 19:47,Product1,1200,Mastercard,Blanca Gabriela ,Irving                      ,325,1/20/09 18:02,32.81389,-96.94861,Sports
1/4/09 19:20,Product1,1200,Amex,Elisa,Ottawa Hills                ,326,1/20/09 18:03,41.66417,-83.64333,car insurace
1/10/09 8:33,Product2,3600,Mastercard,Patricia ,Portola Valley              ,327,1/20/09 22:06,37.38417,-122.23417,home insurance
1/9/09 14:51,Product1,1200,Visa,Bob,Sydney,328,1/21/09 0:29,-33.8833333,151.2166667,Cinema
1/16/09 2:41,Product3,7500,Visa,Kristyn,Kearns                      ,329,1/21/09 1:02,40.66,-111.99556,Sports
1/16/09 18:36,Product1,1200,Visa,Elizabeth,Wollongong,330,1/21/09 1:49,-34.4333333,150.8833333,car insurace
1/20/09 8:10,Product1,1200,Amex,Cathy,Brooklyn                    ,331,1/21/09 5:16,40.65,-73.95,home insurance
1/6/09 12:45,Product2,3600,Amex,Kaylee,Penngrove                   ,332,1/21/09 11:18,38.29972,-122.66556,Cinema
1/10/09 8:13,Product1,1200,Visa,suzanne,Lemont                      ,333,1/21/09 11:35,41.67361,-88.00167,Sports
1/7/09 14:15,Product1,1200,Mastercard,Cassandra,San Carlos                  ,334,1/21/09 12:00,37.50722,-122.25944,car insurace
1/8/09 15:27,Product1,1200,Mastercard,Jennifer,Chicago                     ,335,1/21/09 13:28,41.85,-87.65,home insurance
1/21/09 11:36,Product1,1200,Visa,nicole,Oslo,336,1/21/09 13:47,59.9166667,10.75,Cinema
1/21/09 14:06,Product1,1200,Visa,Sean,Wantagh,337,1/21/09 14:06,40.68361,-73.51056,Sports
1/2/09 2:28,Product1,1200,Mastercard,Morgan,Coomera,338,1/21/09 16:37,-27.8833333,153.3,car insurace
1/19/09 19:07,Product1,1200,Diners,Harriet,Fort Oglethorpe             ,339,1/21/09 17:02,34.94889,-85.25694,home insurance
1/18/09 6:27,Product1,1200,Mastercard,Janine,Corbin City                 ,340,1/21/09 17:10,39.24167,-74.81556,Cinema
1/20/09 11:58,Product1,1200,Mastercard,Debora,Lakeside                    ,341,1/21/09 17:25,32.85722,-116.92139,Sports
1/20/09 16:32,Product1,1200,Visa,Vishpala,Margate                     ,342,1/21/09 19:05,26.30972,-80.2375,car insurace
1/1/09 7:09,Product1,1200,Amex,Emer,South Palm Beach            ,343,1/21/09 19:14,26.70528,-80.03667,home insurance
1/21/09 14:55,Product1,1200,Diners,john,New York                    ,344,1/21/09 20:34,40.71417,-74.00639,Cinema
1/7/09 22:29,Product1,1200,Mastercard,lailani,Anchorage                   ,345,1/21/09 22:30,61.21806,-149.90028,Shopping Mall
1/11/09 22:22,Product2,3600,Visa,STEPHANIE,Mona Vale,346,1/21/09 22:33,-33.6666667,151.3,Restaurant
